兄弟 | 还不认亲 | Racism | hate [END]
你这样人的 | 讨厌 | Region | hate [SEP] 你这样人的 | 张口闭口 | Region | hate [SEP] 你这样人的 | 在网络上 上跳下窜的 导致很重的戾气 | Region | hate [SEP] 南大人 | 讨厌 | Region | hate [SEP] 南大人 | 张口闭口 | Region | hate [SEP] 南大人 | 在网络上 上跳下窜的 导致很重的戾气 | Region | hate [SEP] 你 | 讨厌 | Region | hate [SEP] 你 | 张口闭口 | Region | hate [SEP] 你 | 在网络上 上跳下窜的 导致很重的戾气 | Region | hate [SEP] 极少部分人 | 讨厌 | Region | hate [SEP] 极少部分人 | 张口闭口 | Region | hate [SEP] 极少部分人 | 在网络上 上跳下窜的 导致很重的戾气 | Region | hate [END]
抖音 | 真的可以 | non-hate | non-hate [END]
缅甸老挝留学生 | 穿长裙 | non-hate | non-hate [SEP] 楼主 | 穿长裙 | non-hate | non-hate [END]
NULL | 娶媳妇没用的 | Sexism | hate [END]
同性恋 | 万一弯了可咋办 | LGBTQ | hate [END]
这主播 | fw | others | hate [END]
NULL | 想找个 | non-hate | non-hate [END]
老美 | 黑 | Region | hate [END]
北京人 | 承认 | non-hate | non-hate [SEP] 深圳 | 外来人口多，归属感差 | non-hate | non-hate [SEP] 深圳 | 你说我们荒漠是因为你吃不起巴拉巴拉😢 | Region | hate [END]
老一辈 | 排外表现明显 | Region | hate [SEP] 年轻一辈 | 只是打心里瞧不起😅 | Region | hate [END]
你 | 上蹿下跳 | others | hate [END]
美国黑人 | 并不缺教育资源 | non-hate | non-hate [END]
老一辈的人 | 排外 | Region | hate [END]
黑人 | 排外 | Racism | hate [SEP] 黑人 | 排 | Racism | hate [SEP] 黑 | 排外 | Racism | hate [SEP] 黑 | 排 | Racism | hate [END]
河南籍新疆人 | 和我一模一样 | non-hate | non-hate [END]
三民主义 | 就有民族主义 | non-hate | non-hate [END]
你 | 遭人唾弃 | non-hate | non-hate [END]
老实人 | 得到最大的好处拍拍屁股走了 | Sexism | hate [SEP] 老实人 | lkd， | Sexism | hate [SEP] 老实人 | 艾疣梅事都可能上门 | Sexism | hate [SEP] 老实人 | 最大的恶意 | Sexism | hate [SEP] 女方 | 得到最大的好处拍拍屁股走了 | Sexism | hate [SEP] 女方 | lkd， | Sexism | hate [SEP] 女方 | 艾疣梅事都可能上门 | Sexism | hate [SEP] 女方 | 最大的恶意 | Sexism | hate [END]
黑龙江人 | 唱衰东北的急先锋 | Region | hate [SEP] 黑龙江人 | 转手就把公安局设海南了 | Region | hate [SEP] 辽宁人 | 跟南大人据理力争 | Region | hate [END]
黑人 | 是时候要灭绝 | Racism | hate [END]
对方 | 主导 | non-hate | non-hate [END]
这地方 | 在全国是出了名的 | non-hate | non-hate [END]
撑同 | 我不会选 | LGBTQ | hate [END]
她 | 大发雷霆 | Sexism | hate [SEP] 你 | 今天我在楼上按了一下电动烧水壶的按钮有一些她看不明白的功能被按出来她认为我把她的水壶按坏了于是大发雷霆，但是其实没坏。我说我看一下说明书，她拒绝让我看并让我滚开我坚持要看，然后给调回原有模式她依然大发雷霆，因为我擅自动了“她的东西”我说这不是你的东西，也是我的东西并且指责她大惊小怪，小题大做然后她因为我的指责，彻底失控，大发雷霆女人都是***么最近她学习考证压力大，情绪不稳定；但是我不接受这种绑架。因为你压力大，所以你大惊小怪乱骂人也是应该的？源头上为什么你觉得我按一下电钮就是大逆不道，应该发火？那狗咬人也是因为狗感到惊慌失措，难道人还不能抡起打狗棒教它怎么做一条好狗了？笑话。 | Sexism | hate [END]
国女 | 倒贴外国人 | Sexism | hate [END]
广西人 | 你们都别跟我们抢了 | Region | hate [END]
极端 | 一身艾滋+X病 | Racism | hate [END]
每个男人 | 高龄光棍前绝不会以为内卷的会是 | Sexism | hate [SEP] 这种女人 | 会找年龄一大把的老男人吗？ | Sexism | hate [END]
阿娜 | 上坟 | Sexism | hate [END]
黑人| 艾滋病 | Racism | hate [SEP] 艾滋病 | 在潜伏期是可以查出来的 | non-hate | non-hate [END]
姆蛆 | 好不容易才找到的 | Sexism | hate [END]
形式 | 开始严峻了 | non-hate | non-hate [END]
吸血虫 | 花钱去讨好 | Sexism | hate [END]
同性恋 | 恶心 | LGBTQ | hate [SEP] 异性恋 | 恶心 | LGBTQ | hate [END]
你 | 尊重提问者说的话 | non-hate | non-hate [END]
她们 | 以为男人活得很轻松 | Sexism | hate [END]
我 | 拒绝哥布林和各种超级病毒 | Racism | hate [END]
男同 | 骗婚 | LGBTQ | hate [END]
广西人 | 飘过 | non-hate | non-hate [END]
人家 | 不会跪着安排豪华宿舍、美女学伴、高额奖金😅 | non-hate | non-hate [END]
肇事车主 | 女司机，不然也是群嘲，异曲同工啊😅 | Sexism | hate [SEP] 女司机 | 我看各种车祸事件也怕肇事车主是女司机，不然也是群嘲，异曲同工啊😅 | Sexism | hate [END]
非洲 | 贫乏 | Region | hate [SEP] 非洲 | 宁可求神也不肯干活 | Region | hate [SEP] 非洲 | 潜力是无限的 | Region | hate [END]
基佬 | 被碰一下直接发廊 | LGBTQ | hate [END]
地域黑 | 避免不了 | non-hate | non-hate [END]
河南小姐姐 | 人可好了~ | non-hate | non-hate [END]
蛆 | 畸形 | Racism | hate [END]
他 | 不是心理上的女性生理上的男性？ | non-hate | non-hate [SEP] 他 | 应该是同性恋 | non-hate | non-hate [END]
国男 | 哪怕结婚了你还会被甩😄 | Sexism | hate [END]
搞地域歧视的 | 非蠢即坏 | non-hate | non-hate [SEP] 搞地域歧视的 | 又蠢又坏 | non-hate | non-hate [END]
我 | 是河北滴 | non-hate | non-hate [END]
东北人 | 所作所为如实说出来 | Region | hate [END]
浙江 | 是这样就这样吧 | non-hate | non-hate [SEP] 隔壁上海 | 已经佛到自黑了 | non-hate | non-hate [END]
基佬 | 删了 | LGBTQ | hate [END]
猩猩 | 这些都是 | Racism | hate [END]
女人 | 好赚 | Sexism | hate [SEP] 月收过万月支出500的穷人 | 先路过一下 | Sexism | hate [END]
黑人 | 无感 | Racism | hate [END]
女的 | 更加不敢招 | Sexism | hate [END]
男人 | 应该加强生命安全保护 | non-hate | non-hate [END]
美国 | 内战的阴云 | non-hate | non-hate [END]
基佬 | 人面兽心还叫帅天理何在 | LGBTQ | hate [END]
没有哪个省的人 | 应该被黑 | non-hate | non-hate [END]
single | 希望自己有独当一面的能力 | non-hate | non-hate [SEP] 我 | 希望自己有独当一面的能力 | non-hate | non-hate [END]
东北 | 以前原本就喜欢地域黑啊 | Region | hate [END]
吧友 | 打情骂俏 | non-hate | non-hate [SEP] 吧友 | 挖出更深层次的答案 | non-hate | non-hate [END]
我们 | 流氓 | LGBTQ | hate [SEP] 我们 | 不看就说 | LGBTQ | hate [END]
那个屌逼 | ** | others | hate [END]
陕西人 | 看不起附近几个省份 | Region | hate [END]
女权吧的 | 活了不到五分钟就被删帖了 | Sexism | hate [END]
你 | 国民素质至少上升两个档 | others | hate [SEP] 你 | 快去自**吧 | others | hate [END]
炼铜txl | 能不能④ | LGBTQ | hate [END]
幕刃 | 珍爱生命远离 | Sexism | hate [END]
王心凌 | 多好看 | non-hate | non-hate [END]
女性 | 接受高等教育比例超过男性 | non-hate | non-hate [END]
我们 | 活该 | Region | hate [END]
男的 | 处心积虑 | Sexism | hate [END]
他们 | 要求中国变成什么样？ | non-hate | non-hate [SEP] 国家 | 没有义务照顾所有人的意愿 | non-hate | non-hate [END]
俺们某北 | 与天下为敌 | Region | hate [END]
你们 | 地域黑输出主力军 | Region | hate [SEP] 我们安徽 | 黑成啥样啦🤣 | Region | hate [END]
5323 女权 | 不会忏悔 | Sexism | hate [END]
异性恋 | 也还是异性恋 | non-hate | non-hate [SEP] 同性恋 | 也还是同性恋 | non-hate | non-hate [END]
男拳语录 | 黑大人发明的 | Sexism, Racism | hate [END]
东北和四川 | 恨日本 | non-hate | non-hate [END]
他 | 天天钓鱼 | non-hate | non-hate [END]
她们 | 社死了 | non-hate | non-hate [END]
抖友 | 有的时候还真能处 | non-hate | non-hate [END]
女性 | 对文明的推动几乎没有一点贡献 | Sexism | hate [SEP] 女性 | 沦为交易的货物，或者奴隶 | Sexism | hate [END]
一个烂货 | 有老公，有小孩，喝酒抽烟出轨，乱搞男女关系。开了私密模式，关了私信功能，私信不了，只能在视频评论区艾特她骂。 | Sexism | hate [END]
喃蛮 | 编的故事挺好的 | Region | hate [END]
普通大学 | 也这样搞？ | non-hate | non-hate [END]
我 | 去读书的😓 | non-hate | non-hate [END]
上海 | 被地域黑最严重 | non-hate | non-hate [END]
有些上海市区人 | 歧视市区以外的人（包括上海郊区） | Region | hate [END]
农业大省 | 人口较多，经济不太发达 | non-hate | non-hate [END]
幕刃 | 打弟弟要趁早 | Sexism | hate [END]
视频 | 好视频 | non-hate | non-hate [SEP] 视频 | 有教育意义 | non-hate | non-hate [END]
黑龙江 | 不帅还太热衷艺考 | Region | hate [END]
你 | 谢谢骂你的那个东北人 | non-hate | non-hate [SEP] 福建人浙江人四川人 | 用他们的方言骂你 你听不懂还以为人家在夸你 你还得谢谢人家🤣 | Region | hate [END]
有些垃圾 | 恶心 | others | hate [END]
男人 | 已经留下了种子还不用负责！ | Sexism | hate [END]
跟黑人女性结婚的中国男性 | 已经在非洲了 | Racism | hate [END]
女生 | 多多少少有点歧视黑人 | Sexism, Racism | hate [END]
中国 | 迟早都会出现这样的情况 | non-hate | non-hate [END]
牠们 | 算人吗 | others | hate [END]
男友 | 是否是处 | non-hate | non-hate [END]
赵丽蓉老师 | 非常正气的 | non-hate | non-hate [SEP] 北京人和东北人 | 霸占着来黑南方人 | Region | hate [END]
非洲黑人 | 如果经历过璀璨的文明的话，不至于落到现在的境地 | Racism | hate [END]
这种脑残 | 大学孝长的坐上宾 | others | hate [END]
南桐 | 吐了 | LGBTQ | hate [END]
热情好客 | 不代表可以反客为主 | non-hate | non-hate [END]
之前的反默老哥 | 转抖音了 | Racism | hate [END]
你爸 | 哪里得罪了你 | non-hate | non-hate [END]
南方 | 也分为东南和西南 | non-hate | non-hate [END]
这些黑人 | 要求政治权力 | Racism | hate [END]
小红书 | 狗汉奸带的 | Sexism | hate [SEP] ★★ | 工具 | Sexism | hate [END]
春晚 | 喜欢黑南方人娘娘腔 | Region | hate [END]
吾 | 物种骑士 | Racism | hate [SEP] 吾 | 不是种族骑士 | Racism | hate [END]
哥 | 直的狠😆 | non-hate | non-hate [END]
死肥猪 | 去死啊 | others | hate [END]
诈骗犯 | 给彩礼也不嫁 | non-hate | non-hate [END]
它 | 世界乞丐 | Racism | hate [END]
同性恋 | 过激了 | LGBTQ | hate [SEP] 异性恋 | 双标 | LGBTQ | hate [END]
他 | 老私信追着我骂 | others | hate [END]
你 | 什么都不是 | non-hate | non-hate [SEP] 你 | 离开男人 | non-hate | non-hate [END]
我们 | 文明人 | non-hate | non-hate [END]
牠 | 不一定是亻 | others | hate [END]
他们 | 都这么让着 | non-hate | non-hate [END]
女性 | 提高家庭地位 | Sexism | hate [END]
啥省份的 | 都有 | non-hate | non-hate [END]
黑人 | 不老实，脸皮厚 | Racism | hate [END]
安徽池州 | 也是这样，才从五线变四线 | non-hate | non-hate [END]
拳师 | 我吐了 | Sexism | hate [END]
男同 | 有生理反感 | LGBTQ | hate [SEP] 女同 | 没有生理反感，所以才会更喜欢 | non-hate | non-hate [END]
河南 | 东北下面的 | Region | hate [END]
我 | 整人招数 | non-hate | non-hate [SEP] 被我整得最多的女同桌 | 一直暗恋我 |  non-hate | non-hate [END]
南非 | 不是发达国家 | non-hate | non-hate [SEP] 白人政府 | 造假 | Racism | hate [END]
俄乌战争 | 提供的案例真是太多了 | non-hate | non-hate [END]
幕刃 | 两种生物 | Sexism | hate [END]
人家 | 要收钱 | non-hate | non-hate [END]
极端女权 | 有点意思 | Sexism | hate [END]
你 | 特意回来给你点了个赞同 | non-hate | non-hate [END]
女友 | 只欢心 | Sexism | hate [SEP] 慈禧 | 很赞 | Sexism | hate [END]
同性恋 | 都这么叼吗？ | LGBTQ | hate [END]
女权 | 结婚率血崩了么？涨价去库存不好用了，恼羞成怒 | Sexism | hate [SEP] 女拳 | 呵呵，知道女权变成女拳之前结婚率血崩了么？涨价去库存不好用了，恼羞成怒 | Sexism | hate [END]
越南 | 做生意 | non-hate | non-hate [END]
龟男 | 可怕 | Sexism | hate [END]
女人 | 不要脸 | Sexism | hate [END]
男的 | 隔壁摆摊收豆子里就没出现过 | Sexism | hate [END]
我们 | 家暴男 | Sexism | hate [END]
美国 | 种族歧视 | Racism | hate [SEP] 中国 | 地域歧视 | Region | hate [END]
昭和时期的日本人 | 不得一刀刺过去 | non-hate | non-hate [END]
非洲 | 骗 | Region | hate [SEP] 国女 | 爱炫耀爱攀比 | Sexism | hate [SEP] 国女 | 早就回来装逼了 | Sexism | hate [END]
小孩 | 改变了血型 | Sexism | hate [END]
女人 | 不作妖，处女，整容的能好看 | Sexism | hate [SEP] 女拳 | 整容也整不出来？ | Sexism | hate [END]
河南 | 假和尚 | Region | hate [END]
混血儿 | 杂种 | Racism | hate [END]
鸡汤 | 好喝 | non-hate | non-hate [END]
回民和东北人 | 会被黑 | non-hate | non-hate [END]
上海人 | 地域歧视严重吗 | Racism | hate [SEP] 外地人 | 被骂要饭的 | Region | hate [END]
黑人 | 赶走 | Racism | hate [END]
LZ | 功不可没，民族英雄 | Racism | hate [SEP] 我 | 反嘿文章 | Racism | hate [END]
外国媳妇 | 日韩 | non-hate | non-hate [END]
女性 | 优势 | Sexism | hate [END]
这种nt发言 | 让我怀疑是友军反串 | LGBTQ | hate [END]
同 | 有点自知之明行不行 | LGBTQ | hate [END]
这 | 比批判严重多了 | non-hate | non-hate [END]
÷生 | 双标 | others | hate [END]
丑男 | 一堆 | Sexism | hate [END]
新疆切糕 | 把新疆人名声败坏了 | non-hate | non-hate [END]
同性恋 | 太正确了 | non-hate | non-hate [END]
沪黑 | 都如此渺小了 | non-hate | non-hate [END]
黑同 | 垃圾 | LGBTQ | hate [END]
籹犬分子 | 一脚踢爆 | Sexism | hate [END]
当地黑人 | 威胁 | Racism | hate [END]
我 | 这辈子没这么无语过😓😓😓 | non-hate | non-hate [END]
女权 | 疯了 | Sexism | hate [SEP] 女权 | 都开始从基因找优越感了 | Sexism | hate [END]
同性恋 | 恶心 | LGBTQ | hate [END]
沈阳的 | 还是看得上的 | non-hate | non-hate [END]
吴施蒙 | 竟然出来一堆色情网站 | non-hate | non-hate [END]
黄种人 | 硬度最高 | Racism | hate [SEP] 黄种人 | 到处玩女人，还都玩质量最好的 | Racism | hate [SEP] 黄种人 | 最能带给女人享受 | Racism | hate [SEP] 中国男人 | 硬度最高 | Racism | hate [SEP] 中国男人 | 到处玩女人，还都玩质量最好的 | Racism | hate [SEP] 中国男人 | 最能带给女人享受 | Racism | hate [END]
黑 | 完全不讲道义 | Racism | hate [END]
你 | 会装 | others | hate [END]
异性恋 | 敢组织love don’t is love活动吗 | non-hate | non-hate [END]
龟男 | 必须抵制 | Sexism | hate [END]
甘肃人 | 一辈子洗三次澡 | Region | hate [END]
rush | 增加kuai感的 | Sexism | hate [END]
它们 | 打到弹尽粮绝 | non-hate | non-hate [END]
这货 | 下海 | others | hate [END]
黑河南、黑北方的 | 是南满 | Region | hate [END]
这司机 | 长得还行啊 | non-hate | non-hate [END]
你们的 | 声名远播了 | Sexism | hate [SEP] 你们的 | 怎么样 | Sexism | hate [SEP] 你 | 声名远播了 | Sexism | hate [SEP] 你 | 怎么样 | Sexism | hate [SEP] dead fish | 声名远播了 | Sexism | hate [SEP] dead fish | 怎么样 | Sexism | hate [SEP] 你们 | 声名远播了 | Sexism | hate [SEP] 你们 | 怎么样 | Sexism | hate [END]
普信女 | 教课书一样 | Sexism | hate [END]
嫁黑人的 | 我只歧视 | Sexism, Racism | hate [SEP] 嫁黑人的 | 最好出中国永远别回来了 | Racism | hate [END]
吧里 | 没落了 | non-hate | non-hate [END]
我 | 怕性病艾滋病🤔 | non-hate | non-hate [END]
你 | 为什么住南昌呢？ | non-hate | non-hate [END]
这 | 对所有中国人的歧视 | Racism | hate [SEP] 他们 | 活该 | Racism | hate [END]
我 | 天生的改不了 | non-hate | non-hate [END]
NULL | 这么自信别匿名 | non-hate | non-hate [END]
黑人 | 有良心吗？ | Racism | hate [END]
Gay | 还会挑？ | LGBTQ | hate [END]
黑人 | 看不惯 | Racism | hate [END]
四川 | 经常被黑 | non-hate | non-hate [END]
她 | 有没有微博，小红书，豆瓣 | non-hate | non-hate [END]
黑人 | 十二生肖里没 | Racism | hate [END]
你们 | 好好感恩就行 | non-hate | non-hate [END]
舍得给女孩子花钱的 | 不一定爱 | non-hate | non-hate [SEP] 不舍得花钱的 | 肯定不爱 | non-hate | non-hate [END]
这种想和黑人在一起的女性 甚至生下z种的人 | 谁会去看 | Racism | hate [END]
娘炮 | 现在的 | Sexism | hate [SEP] 女拳 | 笑大牙了 | Sexism | hate [END]
各地 | 都会因不同的原因被黑 | non-hate | non-hate [END]
炫耀找黑媳妇的 | 没见过什么世面 | Racism | hate [END]
